Price	Mileage	Make	Model	Trim	Type	Cylinder	Liter	Doors	Cruise	Sound	Leather
17314.1031289	8221.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	1.0
17542.0360833	9135.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	0.0
16218.8478619	13196.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	0.0
16336.91314	16342.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	0.0	0.0
16339.1703239	19832.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	0.0	1.0
15709.0528211	22236.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	0.0
15230.0033898	22576.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	0.0
15048.0421841	22964.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	0.0
14862.0938696	24021.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	0.0	1.0
15295.0182669	27325.0	Buick	Century	Sedan 4D	Sedan	6.0	3.1	4.0	1.0	1.0	1.0
21335.8524849	10237.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
20538.0875102	15066.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	0.0
20512.0940912	16633.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	0.0
19924.1590524	19800.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
19774.2490661	23359.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
19344.1655374	23765.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	0.0
19105.1301244	24008.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
18543.4270454	26034.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
17808.198996	32896.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	0.0
17968.8382783	34665.0	Buick	Lacrosse	CX Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
22358.8776781	8970.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	0.0
23785.9225264	10577.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
22926.0903713	14363.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
21895.7587842	16508.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
21273.0617139	18908.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
21460.0139529	19467.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
21183.1235874	21394.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
20406.0995029	22596.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
21058.13958	24469.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
19556.8993203	25245.0	Buick	Lacrosse	CXL Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	0.0
23447.686561	15755.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
23547.2394429	16235.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
23016.0080087	18147.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
22230.0275026	22102.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
22625.073566	23612.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
21799.1720969	24439.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
21341.2572071	25212.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
21683.0314636	26779.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
20986.0160175	27096.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
20902.1037943	29649.0	Buick	Lacrosse	CXS Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
20698.0770832	2992.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
20099.2568448	10036.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
18145.1264891	18339.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
17944.8569235	19592.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
19027.8623054	21797.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
18348.8985717	23852.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
17750.8845746	25040.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
17772.96968	25052.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
17394.0213978	25464.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
17645.7450441	27830.0	Buick	Lesabre	Custom Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
21908.3666246	17353.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
21956.3426627	17787.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
21646.1169236	19562.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
21575.456827	20137.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
20952.2178016	20158.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
21562.0475779	23767.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
19981.1279114	24323.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
19425.8486163	27839.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
19191.9896168	29187.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
19641.7419023	31324.0	Buick	Lesabre	Limited Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
25589.9831546	2308.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
25098.6290572	10014.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
23420.7069479	18910.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
22661.0484851	20105.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
23493.082295	20453.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
22435.2028189	22287.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
21878.119996	23237.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
23077.5659103	23798.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
21698.0147455	25489.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
21831.8229164	25564.0	Buick	Park Avenue	Sedan 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
26831.1940372	4695.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
26060.3353496	9795.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
26781.8146453	12052.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
26302.0742843	13050.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
26190.2714675	17335.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
25508.2109561	17480.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	0.0
23348.0169541	24027.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
23406.6898198	25387.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	0.0	1.0
23159.5437816	25869.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	0.0	0.0
21536.7417302	37128.0	Buick	Park Avenue	Special Ed Ultra 4D	Sedan	6.0	3.8	4.0	1.0	1.0	1.0
51154.0472155	2202.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	1.0	1.0
49248.1589667	6685.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	0.0	1.0
46747.6732703	15343.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	1.0	1.0
44130.6170551	21341.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	0.0	1.0
44084.9142116	21367.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	1.0	1.0
43892.4678804	23371.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	0.0	1.0
44300.6399582	23751.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	0.0	1.0
42677.601117	24052.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	0.0	1.0
43374.05242	25199.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	1.0	1.0
40619.0722701	30082.0	Cadillac	CST-V	Sedan 4D	Sedan	8.0	5.7	4.0	1.0	1.0	1.0
33417.965013	6598.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
30957.0807493	10625.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
31431.13037	11013.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
30781.5156335	14937.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
30646.4377006	17094.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
30792.1490285	17870.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
30392.7501584	18449.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
28817.0818466	21039.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	0.0	1.0
29275.2087137	21056.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
28040.1285292	27484.0	Cadillac	CTS	Sedan 4D	Sedan	6.0	2.8	4.0	1.0	1.0	1.0
39801.5513543	14095.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
40335.7373136	14743.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
39307.009165	16041.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
38600.2395609	17138.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
38445.8971687	18661.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
36077.7961212	21966.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
35866.5827089	24415.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
35338.6536896	25163.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
36154.3035483	25339.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
34685.6629802	25421.0	Cadillac	Deville	DHS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
42820.3290225	5499.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
41378.0480886	8125.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
40856.3908954	12791.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
41419.0372622	14452.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
37510.2535701	21593.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
37215.1693828	22211.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
36332.894685	25153.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
36245.1582278	26250.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
32954.1413358	36074.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
32537.1867507	41829.0	Cadillac	Deville	DTS Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
35715.7685558	6447.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
35651.6800199	10555.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
35129.340771	11975.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
35165.7593689	13449.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
32501.2451886	17508.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
33220.0284462	18661.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
32509.4782883	20910.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
31132.2134919	23124.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
31181.715159	26222.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
31059.1810268	27544.0	Cadillac	Deville	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
42741.5236662	2846.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
40966.6074122	7476.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
38795.379095	13973.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
38297.4625363	16754.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
37192.8963661	19100.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
36210.122996	21778.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	0.0	1.0
36633.6338191	22042.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
35895.4994099	23056.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
34974.3780366	25796.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
32038.3395626	35326.0	Cadillac	STS-V6	Sedan 4D	Sedan	6.0	3.6	4.0	1.0	1.0	1.0
48310.3295449	788.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
48365.9808965	2616.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
45061.9519352	13829.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
44205.8758849	15104.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
42377.9554421	18581.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
41671.5831401	20575.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
41516.4298623	23861.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
41053.4821681	25717.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
38208.5010233	31303.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	1.0	1.0
39072.3920526	31587.0	Cadillac	STS-V8	Sedan 4D	Sedan	8.0	4.6	4.0	1.0	0.0	1.0
70755.4667165	583.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
68566.1871889	6420.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
69133.7317224	7892.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
66374.3070402	12021.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
65281.4812369	15600.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
63913.1172477	18200.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
60567.5490933	23193.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
57154.4434369	29260.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
55639.0876536	31805.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	0.0	1.0
52001.9943786	42691.0	Cadillac	XLR-V8	Hardtop Conv 2D	Convertible	8.0	4.6	2.0	1.0	1.0	1.0
12146.1880309	10011.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	1.0
12163.8204247	12101.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	1.0
11472.0227614	19699.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	1.0
11017.1687101	20100.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	0.0
11096.8572677	20334.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	0.0	0.0
10386.0402183	22225.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	0.0
11137.0456549	22484.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11045.1088444	24568.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	0.0	1.0
10777.0525369	27906.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	0.0
9928.18817462	29680.0	Chevrolet	AVEO	LS Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	0.0	1.0
12649.1108933	3629.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
12314.5912169	4142.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
11318.0080892	11156.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	1.0
12409.9490936	11981.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	1.0	1.0	1.0
11555.267402	13404.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	1.0	1.0	0.0
11700.1114861	15253.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	1.0	0.0	0.0
11215.0186467	19945.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	0.0	0.0
10144.9520807	23963.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	1.0	1.0	0.0
10491.0751985	30948.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
9954.05417352	37345.0	Chevrolet	AVEO	LS Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	1.0
11031.1299313	20156.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11343.0540105	20186.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	1.0	1.0
11391.2137175	21421.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11247.8625348	21427.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	1.0	1.0
10921.9453719	23119.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11179.9535715	23121.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11394.8864029	25107.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11070.0606431	25476.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	0.0	1.0	1.0
11013.8713677	25746.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	1.0	1.0
11115.0136403	30056.0	Chevrolet	AVEO	LT Hatchback 4D	Hatchback	4.0	1.6	4.0	1.0	1.0	1.0
11918.4560684	7278.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	0.0	0.0
12408.8061477	10213.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	0.0	1.0
11302.9029854	14627.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
11615.0210176	19014.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	1.0
10805.1300899	21013.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	1.0	1.0	1.0
11169.9183882	22380.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
10770.1065538	25065.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	1.0	0.0
10872.0139256	25869.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	0.0	0.0	0.0
10921.9453719	27776.0	Chevrolet	AVEO	LT Sedan 4D	Sedan	4.0	1.6	4.0	1.0	0.0	0.0
